100,100,0,hash,4301
100,125,0,hash,3696
100,158,0,hash,3632
100,199,0,hash,3535
100,251,0,hash,3613
100,316,0,hash,3503
100,398,0,hash,3478
100,501,0,hash,3497
100,630,0,hash,3493
100,794,0,hash,3517
100,1000,0,hash,3442
100,1258,0,hash,3411
100,1584,0,hash,3414
100,1995,0,hash,3484
100,2511,0,hash,3402
100,3162,0,hash,3401
100,3981,0,hash,3414
100,5011,0,hash,3403
100,6309,0,hash,3408
100,7943,0,hash,3392
100,10000,0,hash,3403
100,12589,0,hash,3394
100,15848,0,hash,3400
100,19952,0,hash,3394
100,25118,0,hash,3389
100,31622,0,hash,3426
100,39810,0,hash,3394
100,50118,0,hash,3423
100,63095,0,hash,3423
100,79432,0,hash,3395
10000,10000,0,hash,4564
10000,12589,0,hash,1892
10000,15848,0,hash,1716
10000,19952,0,hash,1613
10000,25118,0,hash,1558
10000,31622,0,hash,1493
10000,39810,0,hash,1491
10000,50118,0,hash,1483
10000,63095,0,hash,1448
10000,79432,0,hash,1448
10000,100000,0,hash,1436
10000,125892,0,hash,1430
10000,158489,0,hash,1440
10000,199526,0,hash,1415
10000,251188,0,hash,1443
10000,316227,0,hash,1413
10000,398107,0,hash,1412
10000,501187,0,hash,1412
10000,630957,0,hash,1428
10000,794328,0,hash,1414
10000,1000000,0,hash,1403
10000,1258925,0,hash,1425
10000,1584893,0,hash,1404
10000,1995262,0,hash,1417
10000,2511886,0,hash,1398
10000,3162277,0,hash,1406
10000,3981071,0,hash,1411
10000,5011872,0,hash,1411
10000,6309573,0,hash,1428
10000,7943282,0,hash,1407
1000000,1000000,0,hash,34690
1000000,1258925,0,hash,6187
1000000,1584893,0,hash,5469
1000000,1995262,0,hash,5159
1000000,2511886,0,hash,4781
1000000,3162277,0,hash,4640
1000000,3981071,0,hash,4436
1000000,5011872,0,hash,4202
1000000,6309573,0,hash,4174
1000000,7943282,0,hash,4371
1000000,10000000,0,hash,4282
1000000,12589254,0,hash,4164
1000000,15848931,0,hash,4345
1000000,19952623,0,hash,4194
1000000,25118864,0,hash,4146
1000000,31622776,0,hash,4118
1000000,39810717,0,hash,4113
1000000,50118723,0,hash,4050
1000000,63095734,0,hash,4154
1000000,79432823,0,hash,4160
1000000,100000000,0,hash,4071
1000000,125892541,0,hash,4160
1000000,158489319,0,hash,4260
1000000,199526231,0,hash,4000
1000000,251188643,0,hash,4018
1000000,316227766,0,hash,4190
1000000,398107170,0,hash,4175
1000000,501187233,0,hash,4111
1000000,630957344,0,hash,4154
1000000,794328234,0,hash,3996
100,100,0,unique,5610
100,125,0,unique,3496
100,158,0,unique,3174
100,199,0,unique,3011
100,251,0,unique,2986
100,316,0,unique,2863
100,398,0,unique,2775
100,501,0,unique,2739
100,630,0,unique,2732
100,794,0,unique,2773
100,1000,0,unique,2752
100,1258,0,unique,2781
100,1584,0,unique,2743
100,1995,0,unique,2749
100,2511,0,unique,2730
100,3162,0,unique,2721
100,3981,0,unique,2816
100,5011,0,unique,2807
100,6309,0,unique,2800
100,7943,0,unique,2866
100,10000,0,unique,2790
100,12589,0,unique,2799
100,15848,0,unique,2779
100,19952,0,unique,2809
100,25118,0,unique,2759
100,31622,0,unique,2774
100,39810,0,unique,2754
100,50118,0,unique,2776
100,63095,0,unique,2749
100,79432,0,unique,2767
10000,10000,0,unique,16517
10000,12589,0,unique,2643
10000,15848,0,unique,2032
10000,19952,0,unique,1556
10000,25118,0,unique,1485
10000,31622,0,unique,1309
10000,39810,0,unique,1016
10000,50118,0,unique,1046
10000,63095,0,unique,1087
10000,79432,0,unique,1075
10000,100000,0,unique,1075
10000,125892,0,unique,1043
10000,158489,0,unique,1067
10000,199526,0,unique,1064
10000,251188,0,unique,1053
10000,316227,0,unique,1020
10000,398107,0,unique,1088
10000,501187,0,unique,1019
10000,630957,0,unique,1006
10000,794328,0,unique,1077
10000,1000000,0,unique,1024
10000,1258925,0,unique,1074
10000,1584893,0,unique,1018
10000,1995262,0,unique,1016
10000,2511886,0,unique,1069
10000,3162277,0,unique,1035
10000,3981071,0,unique,1062
10000,5011872,0,unique,1019
10000,6309573,0,unique,1015
10000,7943282,0,unique,1076
1000000,1000000,0,unique,38988
1000000,1258925,0,unique,3609
1000000,1584893,0,unique,2828
1000000,1995262,0,unique,2100
1000000,2511886,0,unique,2026
1000000,3162277,0,unique,2049
1000000,3981071,0,unique,1379
1000000,5011872,0,unique,1373
1000000,6309573,0,unique,1351
1000000,7943282,0,unique,1350
1000000,10000000,0,unique,1350
1000000,12589254,0,unique,1359
1000000,15848931,0,unique,1346
1000000,19952623,0,unique,1357
1000000,25118864,0,unique,1338
1000000,31622776,0,unique,1346
1000000,39810717,0,unique,1347
1000000,50118723,0,unique,1347
1000000,63095734,0,unique,1333
1000000,79432823,0,unique,1335
1000000,100000000,0,unique,1355
1000000,125892541,0,unique,1352
1000000,158489319,0,unique,1349
1000000,199526231,0,unique,1346
1000000,251188643,0,unique,1353
1000000,316227766,0,unique,1351
1000000,398107170,0,unique,1395
1000000,501187233,0,unique,1386
1000000,630957344,0,unique,1420
1000000,794328234,0,unique,1387
100,100,0,select with hash,3014
100,125,0,select with hash,3173
100,158,0,select with hash,3389
100,199,0,select with hash,3464
100,251,0,select with hash,3511
100,316,0,select with hash,3534
100,398,0,select with hash,3516
100,501,0,select with hash,3539
100,630,0,select with hash,3556
100,794,0,select with hash,3570
100,1000,0,select with hash,3559
100,1258,0,select with hash,3563
100,1584,0,select with hash,3606
100,1995,0,select with hash,3570
100,2511,0,select with hash,3576
100,3162,0,select with hash,3589
100,3981,0,select with hash,3579
100,5011,0,select with hash,3592
100,6309,0,select with hash,3585
100,7943,0,select with hash,3620
100,10000,0,select with hash,3603
100,12589,0,select with hash,3573
100,15848,0,select with hash,3590
100,19952,0,select with hash,3641
100,25118,0,select with hash,3566
100,31622,0,select with hash,3559
100,39810,0,select with hash,3567
100,50118,0,select with hash,3573
100,63095,0,select with hash,3592
100,79432,0,select with hash,3546
10000,10000,0,select with hash,1174
10000,12589,0,select with hash,1265
10000,15848,0,select with hash,1318
10000,19952,0,select with hash,1369
10000,25118,0,select with hash,1390
10000,31622,0,select with hash,1509
10000,39810,0,select with hash,1532
10000,50118,0,select with hash,1556
10000,63095,0,select with hash,1562
10000,79432,0,select with hash,1578
10000,100000,0,select with hash,1578
10000,125892,0,select with hash,1578
10000,158489,0,select with hash,1588
10000,199526,0,select with hash,1596
10000,251188,0,select with hash,1609
10000,316227,0,select with hash,1602
10000,398107,0,select with hash,1611
10000,501187,0,select with hash,1626
10000,630957,0,select with hash,1621
10000,794328,0,select with hash,1618
10000,1000000,0,select with hash,1627
10000,1258925,0,select with hash,1609
10000,1584893,0,select with hash,1620
10000,1995262,0,select with hash,1615
10000,2511886,0,select with hash,1620
10000,3162277,0,select with hash,1611
10000,3981071,0,select with hash,1610
10000,5011872,0,select with hash,1618
10000,6309573,0,select with hash,1611
10000,7943282,0,select with hash,1629
1000000,1000000,0,select with hash,2357
1000000,1258925,0,select with hash,3173
1000000,1584893,0,select with hash,3266
1000000,1995262,0,select with hash,3393
1000000,2511886,0,select with hash,3594
1000000,3162277,0,select with hash,5680
1000000,3981071,0,select with hash,3948
1000000,5011872,0,select with hash,3517
1000000,6309573,0,select with hash,4688
1000000,7943282,0,select with hash,6702
1000000,10000000,0,select with hash,3997
1000000,12589254,0,select with hash,3627
1000000,15848931,0,select with hash,3698
1000000,19952623,0,select with hash,3544
1000000,25118864,0,select with hash,3640
1000000,31622776,0,select with hash,4042
1000000,39810717,0,select with hash,3622
1000000,50118723,0,select with hash,3544
1000000,63095734,0,select with hash,3565
1000000,79432823,0,select with hash,3703
1000000,100000000,0,select with hash,3606
1000000,125892541,0,select with hash,3529
1000000,158489319,0,select with hash,3540
1000000,199526231,0,select with hash,3531
1000000,251188643,0,select with hash,3619
1000000,316227766,0,select with hash,3803
1000000,398107170,0,select with hash,3665
1000000,501187233,0,select with hash,3785
1000000,630957344,0,select with hash,4553
1000000,794328234,0,select with hash,3571
